episode,rewards_total
123,-2.701228438524069
124,0.20817345413633603
125,1.106421031957403
126,-3.8361687681776253
127,-3.3795830913455305
128,-6.129929460160321
129,-0.4293489683715741
130,0.7000580870503477
131,-5.528075073050346
132,-5.430122857434018
133,-2.2835683389305785
134,-0.3218687487518075
135,-0.9423743613840188
136,-0.5808463994167816
137,-1.384858424961763
138,-2.1486559255489226
139,2.796826762341727
140,1.2215720821080325
141,-1.4566759683108828
142,3.645118431398423
143,0.7250659248056408
144,2.911262902250904
145,0.3528272227122393
146,6.360185105645403
147,8.32964140433172
148,8.331581183070387
149,8.333892269957811
150,8.338218479931353
151,8.33804883642977
152,8.338435372236354
153,8.338552651469161
154,8.338569678837949
155,8.338576077950943
156,8.338573738713727
157,8.338592375906089
158,8.338572224840963
159,8.33859365256783
160,8.338586216102982
161,8.338578258985827
162,8.338575022651913
163,8.338568966369994
164,8.338572822420215
165,8.338581900237884
166,8.338581670228653
167,8.338581693482084
168,8.338575163865777
169,8.338577759011795
170,8.338584541405385
171,8.338576170581248
172,8.338574803425125
173,8.338583409371228
174,8.338583153068306
175,8.338576597925627
176,8.338576377544893
177,8.338570756633796
178,8.338579641497418
179,8.338577135906753
180,8.338584087669272
181,8.338576607504123
182,8.338580773498606
183,8.338580060957991
184,8.338575088773318
185,8.338577467151133
186,8.338601333269924
187,8.338607067184935
188,8.338581498482473
189,8.33857922478201
190,8.338576998357436
191,8.338583291933503
192,8.338575632682996
193,8.338578604867273
194,8.338571852317614
195,8.33857903406409
196,8.338583147714672
197,8.338576078748329
198,8.338570983547235
199,8.338574079806968
200,8.338576749128805
201,8.338576501802198
202,8.338585534083844
203,8.338574413677268
204,8.338570648104486
205,8.338584556233986
206,8.338577047943698
207,8.338573818297117
208,8.338576642088213
209,8.33857821240969
210,8.338586479563897
211,8.338573274059453
212,8.338577958631316
213,8.338576950374573
214,8.338576345699142
215,8.338582143771923
216,8.338565712005664
217,8.338573404950267
218,8.338583023239565
219,8.338584421827939
220,8.338590660168812
221,8.338575929849902
222,8.338577073248999
223,8.338575407860048
224,8.338588844467203
225,8.33857411009987
226,8.338578079078495
227,8.338583268713837
228,8.338587817532044
229,8.33857574552561
230,8.338581712280067
231,8.33857739385071
232,8.338574400938114
233,8.338575067015029
234,8.3385776976789
235,8.338576734193175
236,8.33857314134071
237,8.33858923322386
238,8.338586453173903
239,8.338575425798304
240,8.338583067071966
241,8.33857670235168
242,8.338573480942653
243,8.338579656328168
244,8.338577555009248
245,8.338591173980703
246,8.338584689941406
247,8.338574598452475
248,8.338585932254585
249,8.33859500092807
250,8.33860779390536
251,8.338578316445627
252,8.338575870641897
253,8.338631842822544
254,8.338586985858974
255,8.338684142944864
256,8.338572306821053
257,8.338875096943752
258,8.338885316162134
259,8.33898140603694
260,8.339121202257015
261,8.339165414490992
262,8.338989252485575
263,8.339044886446139
264,8.338866673140323
265,8.339366524576082
266,5.34029829850347
267,5.338671779526589
268,8.337922688035338
269,8.33812600179079
270,5.339500829827102
271,8.338115252794104
272,5.338172041130232
273,8.332449449040997
274,5.339034318612114
275,8.33162336348952
276,5.345190400015312
277,5.356955763278307
278,5.421378129999177
279,5.430130445366444
280,5.405688528440443
281,5.464111987820537
282,5.313717008128769
283,5.495732879796268
284,5.35076759025802
285,5.708897273304245
286,5.559515902892812
287,5.420568483307598
288,5.552853662279158
289,6.008047733858369
290,5.31067914318923
291,5.386652036873027
292,5.3284487284666575
293,5.3126229298550385
294,5.970168407416551
295,5.317069222933377
296,6.081390007706702
297,5.659215012883632
298,5.92566542748661
299,6.381204933308336
300,5.466142759638487
301,5.518373619111806
302,6.407427136562777
303,6.146488596085863
304,5.37007125947256
305,5.703795981857745
306,5.681561715967447
307,5.833143299647922
308,4.106325851054777
309,5.5892171060036375
310,4.2403313564392136
311,5.675235513670636
312,3.7073121683065438
313,4.588964314838613
314,5.6525657664061875
315,5.673352188133894
316,5.678220162017688
317,4.625159003715979
318,5.684590322897076
319,5.684085013862703
320,5.684075349813291
321,4.662562706169886
322,4.669720306619524
323,1.678018872611183
324,3.185118339434151
325,5.772740549459787
326,1.698065935586719
327,5.7309962034547866
328,5.729786131556558
329,5.7193792263069945
330,1.7240747366878857
331,4.333808533766664
332,3.7186117274890336
333,5.791888018731928
334,6.357245156091917
335,5.798684568843431
336,4.585632150771772
337,4.527227290887446
338,4.545288835225687
339,1.7850783633656633
340,4.319206330101565
341,5.796666780755174
342,1.7873147444625062
343,1.7855808012552785
344,5.798266043579098
345,1.788884223926182
346,1.7792954339432967
347,6.565213958184717
348,3.8061488952625027
349,3.5433631143248334
350,4.586326558716756
351,1.7858954516405703
352,4.41084328950318
353,4.476923320559916
354,3.3715871756906104
355,1.7803801682272038
356,5.794400931825923
357,3.657782005620696
358,4.186991584276466
359,5.799683376858329
360,3.7143106441472256
361,4.4685475079084185
362,4.4102730124454546
363,5.794058057989311
364,3.3829948523631153
365,1.7836560051291883
366,5.831563435041176
367,1.7827208080936678
368,1.7787638470200804
369,4.134845691964298
370,5.798746416004491
371,4.626063275527677
372,1.7629857893372076
373,6.113973288195332
374,5.80019628971861
375,5.79563980730903
376,5.799031929205778
377,5.801056980285264
378,1.787323945183111
379,5.790898234298361
380,4.6914152967401535
381,5.79356180814559
382,5.9608840158317165
383,5.797441191533139
384,4.055585790874947
385,5.906797705444028
386,5.8104129926804475
387,5.798597525816085
388,5.868374006146876
389,1.7861167210980753
390,4.4196193695402926
391,6.570332540776658
392,4.525118046339031
393,5.791402455434415
394,4.498482680781187
395,1.7868604960424115
396,1.785387791590594
397,6.130025728694477
398,1.7882397192782058
399,6.359448167534637
400,1.7918883221632953
401,3.4702022870262397
402,1.7889194123751082
403,5.792417872429937
404,3.89950513946798
405,5.79102431032895
406,3.9831382894125333
407,5.791610775141869
408,1.7843882334369958
409,1.7803724396446086
410,5.7949041793551075
411,5.799016454216588
412,6.341704631419486
413,1.7749569871593813
414,1.7816348910150488
415,1.7848768349877346
416,4.445111361943191
417,5.803110188660732
418,1.7862145330749684
419,5.789339561617098
420,3.8434731999633414
421,4.712561651905457
422,4.189000366099275
423,5.792926454797662
424,3.906791171576856
425,5.797127250821731
426,5.857531763204925
427,4.420892355436827
428,1.7852977421335616
429,1.7813949020552968
430,4.416798323548818
431,4.41434572342375
432,4.552383427501496
433,4.520149549668513
434,1.7845256767984203
435,5.796036210957762
436,3.7225217843799534
437,1.763918934084579
438,4.674736580925998
439,5.791170020341141
440,3.657439660594907
441,6.569123936718803
442,6.432232515656395
443,4.283588840909058
444,6.567389226534267
445,5.861241471575092
446,5.798553770965228
447,4.137168652561421
448,4.471963580437404
449,4.664012183454474
450,3.7209181032771745
451,4.364835439050651
452,3.7179999338131466
453,3.8858553113905465
454,3.7718959427352985
455,5.797914070519241
456,4.527119100898233
457,4.3972148751108655
458,4.680483951839463
459,1.7828639439216545
460,1.787640870021022
461,4.474324126311927
462,5.944932985042858
463,4.736657005734234
464,1.7849782952802116
465,3.4797011320648217
466,6.345990210175412
467,5.831665115741366
468,5.799232007502084
469,5.800924177124674
470,1.7773350036556792
471,5.791393630750001
472,1.7854027006031075
473,4.314895767925293
474,4.130099833997058
475,5.7925485228600735
476,3.9647876817702787
477,1.789914170564579
478,5.795323950847536
479,5.787124784796529
480,4.224307342043616
481,1.7829371685203625
482,4.6524338725418595
483,6.0903178565058695
484,1.789962537446037
485,4.058284122473893
486,5.789676526104163
487,5.800347536544976
488,4.618226927290969
489,4.672121600021793
490,3.7328005442169427
491,4.055394775712216
492,4.479829284752952
493,1.6872993896897945
494,3.725105819048327
495,5.799705702410318
496,3.7157654631392134
497,5.79898761833725
498,1.7886785783855963
499,4.585357972940052
500,5.7923997211527904
501,3.707101464871016
502,3.9196766572694273
503,4.711388534445586
504,5.794249897571618
505,4.060117105694516
506,4.365982268391289
507,4.477008772888183
508,1.7829941823046696
509,5.794694222031659
510,5.8006041362310015
511,5.7953587115649405
512,1.7902535797186836
513,4.4110377016272295
514,1.791522699560442
515,4.2529677787918345
516,1.7815264259893837
517,4.585081211297691
518,3.539973885670232
519,1.7855396333939453
520,1.7853206574860536
521,6.346818684241253
522,1.7906521161036437
523,4.1338725457498064
524,4.413776136321992
525,4.532831496343018
526,5.79828899147239
527,1.78164466464451
528,3.720115318338717
529,4.070402923018946
530,4.142681463515604
531,4.525916210887463
532,1.7837526823696628
533,1.785842919140947
534,6.599765298618287
535,3.845895128739027
536,4.002784547314093
537,4.589283325975273
538,3.593798221663242
539,4.181879719294471
540,4.409087408435489
541,5.794734970244431
542,1.782818517781628
543,5.79012361174323
544,5.796556411411398
545,3.7600042079453004
546,4.596685683526378
547,4.523198992438935
548,1.7889591043592077
549,1.7809901615078232
550,4.5877889070976465
551,3.584938554202388
552,4.146653241033523
553,1.7812336647121718
554,6.030032876151381
555,4.469676700764509
556,3.2353901842648582
557,4.159836536479119
558,1.789369324433281
559,1.7833314336016244
560,1.7890072693191925
561,1.7887954499234553
562,5.786689831176144
563,5.946863635144741
564,5.796319745758126
565,4.652129650471004
566,4.229942589938016
567,5.797213760530244
568,3.3436673793461402
569,1.7867691270220014
570,5.798169054483608
571,4.476820532948317
572,4.581571567924112
573,4.355965158762018
574,3.589124542297988
575,4.674262865779475
576,5.797423912366302
577,3.854093079294156
578,4.409389667016903
579,4.00440093813793
580,1.7864883263175777
581,6.402496586770258
582,3.7236390830060593
583,4.236527800582685
584,3.9827523203736988
585,5.795827527102624
586,1.7815076694000531
587,1.782201469892918
588,3.857969004251057
589,5.792375819275332
590,1.7883056828693817
591,3.9498635642724906
592,1.7856238142298082
593,3.4182460862737862
594,4.67291217922476
595,1.7833371777962874
596,5.794615354251931
597,6.574015380775094
598,3.453499985739626
599,3.704912025169154
600,4.014967448899739
601,4.584175831258033
602,5.801300222374461
603,1.786863480230945
604,1.7812557440916557
605,4.587176601803936
606,4.615445911424327
607,5.79797331456993
608,5.791105934222806
609,4.3403209161512954
610,4.243872784657892
611,1.7866604183009684
612,5.801505004323623
613,4.658778930248875
614,1.7789829474741516
615,1.789000600790768
616,3.9567784327150974
617,1.7860864330054405
618,5.795813040609374
619,4.1925652672974
620,1.787342281270675
621,1.7866329104640712
622,5.79782763927345
623,4.366327918905196
624,5.790673488887627
625,1.7824486064583134
626,1.789261610306884
627,3.584140059106854
628,1.7784519592339372
629,6.569775023784086
630,4.410800273658683
631,5.795030650750103
632,1.7864416448317897
633,4.04150664115253
634,4.349130448721031
635,3.143041638775589
636,3.7679217963491887
637,1.7809497083554788
638,4.547087066759069
639,1.7867272163409247
640,1.781140693884666
641,1.7868298450049558
642,1.7845413033574289
643,5.792824957082459
644,1.7784296790408618
645,1.7882888004374635
646,1.7218030498214283
647,1.7872997670944173
648,5.786853320780004
649,1.7835552966269965
650,5.7927375742147404
651,1.7839268265631425
652,5.792040020583173
653,1.7821404134828285
654,6.57944251260561
655,1.782198768225843
656,5.816246657577999
657,4.5940520333301755
658,4.333689823225924
659,5.798381401514849
660,1.7807367452424607
661,4.131379929134184
662,4.226694983809409
663,4.2326833550757
664,1.7904534348806322
665,1.7806283077965546
666,3.189157818895019
667,1.786096268598925
668,6.575704715314984
669,5.794964202905092
670,1.785017984490942
671,4.631621123434435
672,4.629963458701706
673,4.419843660492738
674,5.791933962519899
675,1.7838543856382074
676,4.672486326383719
677,1.7852852248668682
678,1.7873352757692729
679,3.728250516116969
680,4.287844626486276
681,1.7786844263798471
682,3.7705803076133186
683,5.799947470552567
684,1.7860170258444228
685,6.352161278031179
686,1.7856216452380451
687,4.523321744253376
688,1.7844484702021006
689,4.335515093625162
690,5.800709024853589
691,5.793184522031186
692,3.7732623568868817
693,5.798611029632589
694,1.7838642517056869
695,4.698549525996363
696,4.2588519514068
697,5.802068813511671
698,1.777146904072552
699,1.7882794857797748
700,5.79771089538788
701,6.525803660944241
702,1.7839338389234172
703,4.60094231882794
704,3.7819032997798665
705,1.7834543910235539
706,3.478766852985828
707,1.7729044690174405
708,4.5890530460820464
709,5.794272402720679
710,3.8627397633851785
711,4.4168835271430495
712,4.7287987484843725
713,1.7832668216445384
714,1.7867027691430302
715,4.67313846510757
716,3.3225074607651166
717,5.795567348093925
718,4.540869747937183
719,1.7888020482641984
720,4.58799516982328
721,4.670233106768329
722,5.843115058037636
723,1.763547859780104
724,1.7828414573404956
725,1.775422452579953
726,1.656868487762729
727,1.7837736253114969
728,5.798224677217341
729,5.798681976244701
730,5.800115455783249
731,3.8988400790629534
732,4.2210269249579895
733,1.7550248653388607
734,4.24638843163163
735,1.783609650650952
736,1.7884257697342463
737,1.7878270731769277
738,4.474767203251336
739,3.976429167510606
740,1.7854263984793164
741,1.7776051197603522
742,4.542181213188918
743,1.7869878040524547
744,1.7885861820033568
745,1.7887990472600315
746,4.414565977171364
747,5.791392159165511
748,4.471014203056441
749,3.864698130376226
750,1.7859210683457327
751,4.236944922770611
752,4.523907342283138
753,5.7983285267219635
754,6.067687718868207
755,5.798758548641263
756,4.655641521471651
757,1.7839575184363916
758,1.780545181092318
759,1.782931717492371
760,5.7955705307409815
761,1.7840280585379205
762,4.540141008191387
763,4.139368100046639
764,4.220784870048515
765,3.8491436840921835
766,4.048582738311836
767,3.8479323694766734
768,6.348131296360229
769,3.9855354521366486
770,5.79685692461549
771,5.788918572501522
772,6.355859046702697
773,3.2363683086322403
774,4.409438022407166
775,4.663906500716319
776,4.087078651965346
777,1.7805876663557605
778,3.2673226901985366
779,4.674800773752143
780,5.934113399656464
781,3.6593088867923136
782,4.455270754881862
783,1.7811508208427114
784,1.7831224035927917
785,3.567556399732055
786,1.7868718096428822
787,5.791198901385371
788,4.123350884107722
789,1.7859827457386537
790,1.7688242101385967
791,3.3258482109942946
792,4.515193111404987
793,1.7916190936473129
794,3.8366796456475143
795,1.785723171710142
796,5.800558195237709
797,3.990533777623728
798,1.7835144029415169
799,6.567397567733945
800,4.359558405347389
801,4.12773594382686
802,4.6835944349635525
803,1.7819931284226804
804,5.7943260794343985
805,1.7822572978350024
806,4.582032258421009
807,1.7831586961441168
808,4.476442080920947
809,4.41681081866291
810,4.65852827174221
811,1.7877587754965454
812,5.798300558116665
813,5.798376401515306
814,5.793339321103243
815,4.220921827318747
816,4.528747610328097
817,1.779126599135438
818,5.796932666057735
819,5.795429241941896
820,3.9008166858293833
821,4.741741428389059
822,5.976077299472742
823,1.7864572903023372
824,4.725788338765366
825,1.7792044907447888
826,5.798790705388491
827,1.7809623326613568
828,4.59394642422486
829,1.78772722589785
830,1.789514070214178
831,4.53187369618766
832,5.798512051371194
833,3.134825961509236
834,4.36240698381647
835,5.792350435986165
836,6.015954973168498
837,5.793923688517122
838,1.7856972812294174
839,1.785125677751008
840,1.7889166162141663
841,4.472399002760358
842,1.7617639745649036
843,5.795974871947909
844,4.702216623585631
845,6.0243453033553465
846,1.77987895410606
847,5.792369995959309
848,5.801622345721633
849,5.794232380562612
850,1.7621167454807214
851,1.7841436880337405
852,6.5691977413720295
853,1.7837440719532935
854,3.9870884455747806
855,4.5833132977077575
856,1.7861652829145775
857,5.795642253551584
858,1.7839051828422114
859,5.792170051309366
860,5.790990021312112
861,5.79921165348896
862,4.360087654257303
863,5.795742788443622
864,1.7522185380057884
865,4.431032319571305
866,5.785725221016136
867,1.7920120827665436
868,4.2319494672088815
869,4.530919951036555
870,5.795533117918218
871,5.793772989237635
872,4.249217029413916
873,3.4300083118319016
874,1.7852337777422207
875,5.7901089056655834
876,5.802624191500524
877,1.7810617577191579
878,3.7143194734396268
879,1.7846585430202602
880,3.968695939614463
881,4.1031145874039545
882,5.789462661237113
883,5.78876333456752
884,5.794203478841457
885,4.415829431569289
886,1.782188480382267
887,4.668617456306215
888,5.802251225906055
889,5.795835817128289
890,4.7007064883964595
891,1.7859955868185118
892,1.7601917370052824
893,4.677274592495905
894,4.361336196764128
895,3.184939822813014
896,1.7820341267110038
897,1.783163280316625
898,1.783441540647516
899,5.79259034388102
900,4.364501074175685
901,5.788825763531072
902,6.026861359518904
903,1.7758206824086145
904,1.7799543162986993
905,4.300764501549764
906,3.585570803399186
907,4.525313145564006
908,1.7807487803217157
909,5.789089696373857
910,4.723079141401911
911,1.6993198552637736
912,1.7901751943140098
913,4.591502736510147
914,3.4745545791481334
915,4.531244446758912
916,1.7803417767897685
917,1.7761678515824926
918,1.7817001162798647
919,5.795149895323576
920,5.7965282023123414
921,1.7858059902105552
922,5.790849741664736
923,5.802387501621592
924,5.791087505323773
925,1.7906980722344947
926,5.795516734465824
927,1.7822882180413053
928,3.9162161915501166
929,3.9787190238207657
930,3.135417492314481
931,4.592839172611246
932,5.79794846512506
933,1.788349351888808
934,5.850995451632798
935,5.791717185368153
936,1.7837840434662624
937,3.240840620265061
938,4.489150262310162
939,6.352500290335364
940,5.796264929778776
941,5.800617801928066
942,1.7806832420366199
943,4.320882348492852
944,5.797580978663689
945,1.7813927743517652
946,1.7840643104221634
947,4.2497762553593255
948,1.7819424540683038
949,4.360575851250623
950,4.001888815866899
951,6.3523605347002885
952,5.796767914475552
953,1.7869126948675813
954,4.461549128867482
955,5.791360719413646
956,1.782519021889744
957,5.802165929084492
958,5.798500595584187
959,4.442273480024738
960,1.7814636153940135
961,6.357514475822988
962,4.6128730546736065
963,1.783141142271063
964,6.550332537676606
965,4.587412790126024
966,1.7815411451488075
967,4.47647903334482
968,1.7866989407903233
969,4.4120781729607685
970,5.793388177335917
971,5.7921628504285145
972,4.555274707084372
973,4.415562812684456
974,4.413375114008616
975,5.801547299294093
976,1.7792777220289437
977,5.799489225440766
978,4.127718527387671
979,4.709720000262443
980,1.7856366820608045
981,1.7902915558297465
982,3.915859814656258
983,5.796703106078731
984,4.530893998148581
985,1.785063400148573
986,6.334396789867807
987,1.7879631474593616
988,5.794124205343177
989,3.7701434901284294
990,1.7800581238215543
991,1.780508866272747
992,3.6484300429297996
993,6.580640793097192
994,5.79788891430583
995,1.7856556596076274
996,5.793436260101046
997,1.7876866104843288
998,4.3570277113104865
999,3.770623636763357
1000,5.793046833485132
